제품ID,제품명,대분류,브랜드,정가,할인율,판매가,리뷰점수,리뷰수,제품URL,이미지URL,가로_W(mm),높이_H(mm),깊이_D(mm),소분류,카테고리코드,재고,쿠폰할인,타임세일,벤더사,가격_등급,가성비_점수,실구매가_추정,인기도_점수,리뷰_신뢰도,소재_등급,천연소재_여부,친환경_여부,관리_용이성,브랜드_등급,브랜드_원산지,색상_계열,디자인_스타일,점유면적(cm²),크기_등급,침대_사이즈,소파_인원수,식탁_인원수,무료배송_여부,설치포함_여부,배송_편의점수,1인가구_적합도,신혼부부_적합도,대가족_적합도,공간절약형_적합도,재고_여부,반려동물_적합도,A/S 책임자와 전화번호,KC 인증 필 유무,구성품,"배송,설치비용",색상,제조국,제조자,주요 소재,크기,품명,품질보증기준
G25070005500,뉴아빌 6단 측판형 책상세트 120cm (컬러 택1)_플랩도어포함,책상,까사미아,714000,23,546200,0,0,https://homestyle.lge.co.kr/item?productId=G25070005500,https://static-store.lge.co.kr/goods/org/742250729000027742.jpg,1200,2060,750,일자형책상,2506000075,7,Y,N,(주)신세계까사,저가,0,546200,49.4,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,900,소,,,,FALSE,FALSE,0,3,0,1,3,있음,4,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 6단 측판형 책상세트 120cm (컬러 택1)_플랩도어포함,상세페이지 참조,"화이트(화이트도어), 내추럴(베이지도어) - 컬러 택1",대한민국,까사미아 OEM,"[상부장] E0 23,18T PB LPM / 1.0T ABS 에지 [플랩도어] E0 18T PB LPM / 1.0T ABS 에지 [책상]  - 상판/측판 : E0 23T PB LPM / 1.0T ABS 에지  - 하부선반 : E0 18T PB LPM / 1.0T ABS 에지 [가방걸이/보드] 스틸",[세트]W120 X D75 X H206.4cm [책상]W120 X D75 X H71.75cm [상부장] W120 X D30 X H134.7cm,뉴아빌 6단 측판형 책상세트 120cm (컬러 택1)_플랩도어포함,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005496,뉴아빌 측판형 책상 140cm (컬러 택1),책상,까사미아,370000,19,299700,0,0,https://homestyle.lge.co.kr/item?productId=G25070005496,https://static-store.lge.co.kr/goods/org/718250729000027718.jpg,1400,717,750,일자형책상,2506000075,20,Y,N,(주)신세계까사,저가,0,299700,49.4,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,1050,소,,,,FALSE,FALSE,0,3,0,1,3,있음,4,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 측판형 책상 140cm (컬러 택1),상세페이지 참조,"화이트, 내추럴",대한민국,까사미아 OEM,"[상판/측판] E0 23T PB LPM, 1.0T ABS에지 [하부선반] E0 18T PB LPM, 1.0 ABS에지 [가방걸이] 스틸",W140 X D75 X H71.7cm,뉴아빌 측판형 책상 140cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005519,뉴아빌 6단책장 120cm (컬러 택1),책장·수납장,까사미아,394000,19,319100,0,0,https://homestyle.lge.co.kr/item?productId=G25070005519,https://static-store.lge.co.kr/goods/org/611251020000078611.jpg,1200,2060,300,책장,2506000096,34,Y,N,(주)신세계까사,중저가,0,319100,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,360,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 6단책장 120cm (컬러 택1),상세페이지 참조,"화이트, 내추럴",대한민국,까사미아 OEM,"E0 23,18T PB LPM, 1.0T ABS에지, 타공판 철제",W120 X D30 X H206.5cm,뉴아빌 6단책장 120cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005430,하벨 2단책장 106.2cm (컬러 택1),책장·수납장,까사미아,240000,10,216000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005430,https://static-store.lge.co.kr/goods/org/344250729000027344.jpg,1060,728,332,책장,2506000096,82,Y,N,(주)신세계까사,저가,0,216000,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,352,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,하벨 2단책장 106.2cm (컬러 택1),상세페이지 참조,"브라운, 내추럴, 화이트",대한민국,까사미아OEM,[전부재] E0 LPM PB 18T [뒷판] E0 선함침지 MDF 2.57T,W106.2 X D33.2 X H72.8cm,하벨 2단책장 106.2cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005468,뉴아빌 각도조절책상 120cm (컬러 택1),책상,까사미아,425000,19,344200,0,0,https://homestyle.lge.co.kr/item?productId=G25070005468,https://static-store.lge.co.kr/goods/org/556250729000027556.jpg,1200,717,600,일자형책상,2506000075,12,Y,N,(주)신세계까사,저가,0,344200,49.4,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,720,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 각도조절책상 120cm (컬러 택1),상세페이지 참조,"화이트, 내추럴",대한민국,까사미아 OEM,"[상판] E0 23T PB LPM, 1.0T ABS에지 [프레임] 철제",W120 X D60 X H71.7cm,뉴아빌 각도조절책상 120cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005428,하벨 3단책장 71.4cm (컬러 택1),책장·수납장,까사미아,240000,10,216000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005428,https://static-store.lge.co.kr/goods/org/332250729000027332.jpg,714,1080,332,책장,2506000096,111,Y,N,(주)신세계까사,저가,0,216000,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,2370,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,하벨 3단책장 71.4cm (컬러 택1),상세페이지 참조,"브라운, 내추럴, 화이트",대한민국,까사미아OEM,[전부재] E0 LPM PB 18T [뒷판] E0 선함침지 MDF 2.57T,W71.4 X D33.2 X H108cm,하벨 3단책장 71.4cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005372,클린트스틸 화장대장 600_내추럴,책장·수납장,까사미아,540000,41,315900,0,0,https://homestyle.lge.co.kr/item?productId=G25070005372,https://static-store.lge.co.kr/goods/org/430251020000079430.jpg,600,1960,400,서랍장,2506000110,12,Y,N,(주)신세계까사,중저가,0,315900,49.8,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,2400,소,,,,FALSE,FALSE,0,3,0,0,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,까사미아 클린트 스틸 화장대장600 NA,상세 PAGE 참조,오크,국내,까사미아OEM,상세페이지 참조,W600 X D400 X H1960mm,까사미아 클린트 스틸 화장대장600 NA,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G26010031199,벤스 4인 소파_카멜브라운,소파,까사미아,1890000,23,1445800,0,0,https://homestyle.lge.co.kr/item?productId=G26010031199,https://static-store.lge.co.kr/goods/org/567260108000146567.jpg,2750,995,1000,일반소파,2506000070,10,Y,N,(주)신세계까사,저가,0,1445800,49.1,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,275,소,,4,,FALSE,FALSE,0,3,1,1,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,벤스 4인 소파 1EA,상세페이지 참조,카멜브라운,중국,까사미아 OEM,상세페이지 참조,W275 X D100 X H99.5cm (SH 43cm),벤스 4인 소파_카멜브라운,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070005394,데닛 체어_화이트,의자,까사미아,365000,10,328500,0,0,https://homestyle.lge.co.kr/item?productId=G25070005394,https://static-store.lge.co.kr/goods/org/146250729000027146.jpg,610,1100,545,학생·사무용의자,2506000085,29,Y,N,(주)신세계까사,저가,0,328500,50,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,3324,대,,,,FALSE,FALSE,0,1,0,2,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,데닛 체어_화이트,상세페이지 참조,화이트,대한민국,까사미아OEM / (주)베스툴,상세페이지 참조,W610 X D545 X H1100-1250mm,데닛 체어_화이트,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25120026268,알로 LDK 세라믹 테이블 160cm,식탁·테이블,까사미아,970000,10,873000,0,0,https://homestyle.lge.co.kr/item?productId=G25120026268,https://static-store.lge.co.kr/goods/org/895251203000110895.jpg,1600,680,850,식탁,2506000065,68,Y,N,(주)신세계까사,중저가,0,873000,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,그레이계,모던 미니멀,1360,소,,,1,FALSE,FALSE,0,3,2,1,3,있음,4,까사미아 고객센터 1588-3408,-,알로 LDK 세라믹테이블 160cm,상세페이지 참조,[테이블상판] 라이트그레이 [테이블다리] 브라운,중국,까사미아OEM,[다리] 고무나무 원목 [상판] 12T 포세린 세라믹 [보조상판] E0 MDF,W160 X D85 X H68cm,알로 LDK 세라믹테이블 160cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25120026267,알로 LDK 세라믹 테이블 180cm,식탁·테이블,까사미아,1020000,10,918000,0,0,https://homestyle.lge.co.kr/item?productId=G25120026267,https://static-store.lge.co.kr/goods/org/883251203000110883.jpg,1800,680,850,식탁,2506000065,3,Y,N,(주)신세계까사,중저가,0,918000,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,그레이계,모던 미니멀,1530,소,,,1,FALSE,FALSE,0,3,2,1,3,있음,4,까사미아 고객센터 1588-3408,-,알로 LDK 세라믹테이블 180cm,상세페이지 참조,[식탁상판] 라이트그레이 [식탁다리] 브라운,중국,까사미아OEM,[다리] 고무나무 원목 [상판] 12T 포세린 세라믹 [보조상판] E0 MDF,W180 X D85 X H68cm,알로 LDK 세라믹테이블 180cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020084,캄포 패밀리침대 세이프쿠션 (2EA),침대,까사미아,18000,23,13700,0,0,https://homestyle.lge.co.kr/item?productId=G25100020084,https://static-store.lge.co.kr/goods/org/355251016000072355.jpg,50,200,50,침대 프레임,2506000060,119,Y,N,(주)신세계까사,저가,0,13700,49.9,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,25,소,,,,FALSE,FALSE,0,3,0,0,3,있음,0,까사미아 고객센터 1588-3408,해당없음,세이프쿠션 1SET (2EA동봉),상세페이지 참조,아이보리,중국,까사미아OEM,상세페이지 참조,W5 X D5 X H20cm,캄포 패밀리침대 세이프쿠션 (2EA),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25110024282,아르체 세라믹 티테이블 81cm,식탁·테이블,까사미아,470000,10,423000,0,0,https://homestyle.lge.co.kr/item?productId=G25110024282,https://static-store.lge.co.kr/goods/org/330251117000101330.jpg,810,368,560,거실테이블,2506000066,28,Y,N,(주)신세계까사,저가,0,423000,49.6,0,프리미엄,TRUE,FALSE,5,중급,국내,블랙계,모던 미니멀,4536,소,,,1,FALSE,FALSE,0,3,2,0,3,있음,5,까사미아 고객센터 1588-3408,-,아르체 세라믹 티테이블 81cm,상세페이지 참조,[상판] 마블 그레이 [다리] 블랙,중국,까사미아 OEM,[상판] 11T 포세린 세라믹 [다리] 스틸 블랙 컬러 분체도장,W81 X D56 X H36.8 cm,아르체 세라믹 티테이블 81cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25110026109,루카 와이드서랍장_내추럴,책상,까사미아,1490000,10,1341000,0,0,https://homestyle.lge.co.kr/item?productId=G25110026109,https://static-store.lge.co.kr/goods/org/304/251218000120304.jpg,1350,865,450,책상 액세서리,2506000097,155,Y,N,(주)신세계까사,중가,0,1341000,49.4,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,6075,중,,,,FALSE,FALSE,0,1,0,0,0,있음,0,까사미아 고객센터 1588-3408,-,루카 와이드서랍장_내추럴,상세페이지 참조,내추럴,베트남,까사미아OEM,상세페이지 참조,W135 X D45 X H86.5 cm,루카 와이드서랍장_내추럴,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020097,캄포 패밀리침대 일반형 SS (매트제외),침대,까사미아,680000,23,520200,0,0,https://homestyle.lge.co.kr/item?productId=G25100020097,https://static-store.lge.co.kr/goods/org/428251016000072428.jpg,1120,800,2160,침대 프레임,2506000060,55,Y,N,(주)신세계까사,저가,0,520200,49.9,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,242,소,슈퍼싱글,,,FALSE,FALSE,0,4,0,0,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,캄포 패밀리침대 일반형 SS (매트제외),상세페이지 참조,아이보리,중국,까사미아OEM,상세페이지 참조,W112 X D216 X H80cm,캄포 패밀리침대 일반형 SS (매트제외),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100021977,MK 우드 3단서랍장_브라운,책상,까사미아,1200000,10,1080000,0,0,https://homestyle.lge.co.kr/item?productId=G25100021977,https://static-store.lge.co.kr/goods/org/344251031000094344.jpg,1000,750,500,책상 액세서리,2506000097,10,Y,N,(주)신세계까사,중저가,0,1080000,49.4,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,5000,중,,,,FALSE,FALSE,0,1,0,0,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,MK 우드 3단서랍장_브라운,상세페이지 참조,월넛브라운,베트남,까사미아OEM,상세페이지 참조,W1000 X D500 X H750mm,MK 우드 3단서랍장_브라운,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020292,그라나다 패브릭침대 KK (매트제외),침대,까사미아,1590000,10,1431000,0,0,https://homestyle.lge.co.kr/item?productId=G25100020292,https://static-store.lge.co.kr/goods/org/416251017000073416.jpg,1990,958,2380,침대 프레임,2506000061,8,Y,N,(주)신세계까사,저가,0,1431000,49.9,0,프리미엄,TRUE,TRUE,3,중급,국내,화이트계,모던 클래식,474,소,킹,,,FALSE,FALSE,0,3,4,1,3,있음,0,까사미아 고객센터 1588-3408,-,상세페이지 참조,상세페이지 참조,베이지,중국,까사미아 OEM,"[프레임] 낙엽송 원목, E0 합판, LVL [내장재] 고밀도폼, 마이크로 화이버 [패브릭] 발수·방오 기능성 스마트 패브릭",W199 X D238 X H95.8cm,그라나다 패브릭침대 KK (매트제외),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020226,르블랑 침대 사이드패널 파티션형 40cm (옵션 택1),책상,까사미아,599000,10,539100,0,0,https://homestyle.lge.co.kr/item?productId=G25100020226,https://static-store.lge.co.kr/goods/org/110251017000073110.jpg,433,1050,360,책상 액세서리,2506000097,396,Y,N,(주)신세계까사,저가,0,539100,49.4,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,1559,소,,,,FALSE,FALSE,0,3,0,1,3,있음,4,까사미아 고객센터 1566-0228,-,르블랑 침대 사이드패널 파티션형 40cm (옵션 택1),상세페이지 참조,"화이트, 브라운",대한민국,까사미아OEM,"[마감] LPM, 레놀릿 PP(천판, 템바) [내장재] 구조 - E0 PB 45T, 30T, 18T [조명] 스틸, 알루미늄 [컨트롤러, USB-C] PE",W43.3 X D36 X H105 cm,르블랑 침대 사이드패널 파티션형 40cm (옵션 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020302,뉴스쿱 스툴 중형_브라운,의자,까사미아,109000,10,98100,0,0,https://homestyle.lge.co.kr/item?productId=G25100020302,https://static-store.lge.co.kr/goods/org/472251017000073472.jpg,390,595,390,인테리어의자,2506000083,103,Y,N,(주)신세계까사,저가,0,98100,50,0,프리미엄,TRUE,FALSE,3,중급,국내,우드·브라운계,내추럴 우드,1521,중,,,,FALSE,FALSE,0,1,2,0,1,있음,0,까사미아 고객센터 1588-3408,-,뉴스쿱 스툴 중형,상세페이지 참조,브라운,베트남,까사미아OEM,고무나무 원목,W39 X D39 X H59.5cm,뉴스쿱 스툴 중형,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020195,르망 패브릭 리클라이너 4인소파_라이트그레이,소파,까사미아,2790000,10,2511000,0,0,https://homestyle.lge.co.kr/item?productId=G25100020195,https://static-store.lge.co.kr/goods/org/772251020000074772.jpg,2745,795,1070,일반소파,2506000070,15,Y,N,(주)신세계까사,중가,0,2511000,49.1,0,미분류,FALSE,FALSE,3,중급,국내,그레이계,기타,29372,대,,4,,FALSE,FALSE,0,1,1,3,0,있음,0,까사미아 고객센터 1588-3408,R-R-GG8-KM6701,르망 패브릭 리클라이너 4인소파_라이트그레이,상세페이지 참조,그레이,중국,까사미아 OEM,상세페이지 참조,W274.5 X D107 X H79.5-99.5(SH46)cm,르망 패브릭 리클라이너 4인소파_라이트그레이,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020135,몬트 패브릭스툴_그레이,소파,까사미아,140000,10,126000,0,0,https://homestyle.lge.co.kr/item?productId=G25100020135,https://static-store.lge.co.kr/goods/org/618251017000072618.jpg,410,440,410,일반소파,2506000070,77,Y,N,(주)신세계까사,저가,0,126000,49.1,0,프리미엄,TRUE,TRUE,3,중급,국내,그레이계,모던 미니멀,1681,소,,,,FALSE,FALSE,0,3,2,1,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,몬트 패브릭스툴,상세페이지 참조,그레이,중국,까사미아OEM,[패브릭] 발수·방오 기능성 패브릭 [내장재] 28kg/㎥ 고밀도 폼 + 마이크로 화이버 [자재] 낙엽송 원목 + E0 합판,W41 X D41 X H44cm,몬트 패브릭스툴_그레이,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020193,르망 패브릭 리클라이너 3인소파_라이트그레이,소파,까사미아,2290000,10,2061000,0,0,https://homestyle.lge.co.kr/item?productId=G25100020193,https://static-store.lge.co.kr/goods/org/785251020000074785.jpg,1930,795,1070,일반소파,2506000070,37,Y,N,(주)신세계까사,중저가,0,2061000,49.1,0,미분류,FALSE,FALSE,3,중급,국내,그레이계,기타,20651,대,,3,,FALSE,FALSE,0,1,1,3,1,있음,0,까사미아 고객센터 1588-3408,R-R-GG8-KM6701,르망 리클라이너 3인소파_그레이,상세페이지 참조,라이트그레이,중국,까사미아 OEM,상세페이지 참조,W193 X D107 X H79.5-99.5(SH46)cm,르망 패브릭 리클라이너 3인소파_그레이,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020229,캄포럭스 4인소파_화이트,소파,까사미아,6640000,19,5378400,0,0,https://homestyle.lge.co.kr/item?productId=G25100020229,https://static-store.lge.co.kr/goods/org/124251017000073124.jpg,3420,610,1150,일반소파,2506000070,17,Y,N,(주)신세계까사,중고가,0,5378400,49.1,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,39330,대,,4,,FALSE,FALSE,0,0,1,3,0,있음,0,까사미아 고객센터 1588-3408,안전기준준수,모듈 소파 2EA + 모듈 암리스 1EA + 서브쿠션 2EA,상세페이지 참조,화이트,중국,까사미아OEM,상세페이지 참조,W3420 X D1150 X H610-800 (SH430)mm,캄포럭스 4인소파_화이트,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070005386,뉴리네아 사이드테이블 (컬러 택1),식탁·테이블,까사미아,350000,10,315000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005386,https://static-store.lge.co.kr/goods/org/353251020000079353.jpg,450,545,450,사이드테이블,2506000067,6,Y,N,(주)신세계까사,저가,0,315000,49.6,0,일반,FALSE,FALSE,3,중급,국내,화이트계,클래식,2025,소,,,1,FALSE,FALSE,0,3,0,0,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,뉴리네아 사이드테이블 (컬러 택1),상세페이지 참조,"화이트, 그레이",대한민국,까사미아OEM,"[상판]18T MDF, LPM  [다리]22T MDF, PU도장마감",W450 X D450 X H545mm,뉴리네아 사이드테이블 (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
